GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
106632260	1	0.658	0.747	0.4424791	0.330575	23506.92	RNA5-8SN1	RNA, 5.8S ribosomal N1
106632264	1	0.885	0.754	0.1451035	0.109469	945655.65	RNA28SN1	RNA, 28S ribosomal N1
103504731	1	0.507	0.845	0.6635601	0.560402	321.07	MIR3648-2	microRNA 3648-2
6782	1	0.865	0.884	0.1704255	0.150576	252.39	HSPA13	heat shock protein family A (Hsp70) member 13
64092	1	0.61	1.123	-0.5105364	-0.573398	68.75	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1
29761	1	0.963	0.836	-0.0462961	-0.038694	427.9	USP25	ubiquitin specific peptidase 25
388815	1	0.287	1.285	-1.0644855	-1.367425	65.89	MIR99AHG	mir-99a-let-7c cluster host gene
107985511	1	0.861	1.124	-0.1749179	-0.196576	90.13	LOC107985511	uncharacterized LOC107985511
1525	1	0.749	0.863	0.3195163	0.275723	734.72	CXADR	CXADR Ig-like cell adhesion molecule
10950	1	0.906	0.982	0.117959	0.115809	133.01	BTG3	BTG anti-proliferation factor 3
110806272	1	0.789	1.346	0.2681644	0.360849	41.1	BTG3-AS1	BTG3 antisense RNA 1
54149	1	0.269	0.838	1.1055695	0.926916	333.77	C21orf91	chromosome 21 open reading frame 91
140578	1	0.252	1.43	1.1459909	1.638772	33.72	CHODL	chondrolectin
54148	1	0.76	1.042	-0.3053322	-0.318262	92.24	MRPL39	mitochondrial ribosomal protein L39
58494	1	0.607	1.275	-0.5144276	-0.656031	44.63	JAM2	junctional adhesion molecule 2
522	1	0.0853	0.847	1.7208382	1.457308	339.4	ATP5PF	ATP synthase peripheral stalk subunit F6
2551	1	0.934	0.836	0.0823456	0.068869	336.24	GABPA	GA binding protein transcription factor subunit alpha
351	1	0.567	0.818	-0.572893	-0.468656	4422.97	APP	amyloid beta precursor protein
9510	1	0.321	0.895	0.9932651	0.888978	219.28	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
11096	1	0.501	1.077	0.6734762	0.725168	132.23	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5
102724420	1	0.106	2.224	1.6177505	3.598187	17.87	LOC102724420	
29104	1	0.508	1.197	0.6615935	0.791743	103.46	N6AMT1	N-6 adenine-specific DNA methyltransferase 1
26046	1	0.878	0.819	-0.1537661	-0.125877	447.74	LTN1	listerin E3 ubiquitin protein ligase 1
10069	1	0.53	1.1	0.6276634	0.690175	77.39	RWDD2B	RWD domain containing 2B
10600	1	0.871	0.827	0.1619276	0.133925	375.38	USP16	ubiquitin specific peptidase 16
10694	1	0.386	0.807	0.8663974	0.699082	569.23	CCT8	chaperonin containing TCP1 subunit 8
56911	1	0.644	1.685	-0.4624038	-0.779287	23.08	MAP3K7CL	MAP3K7 C-terminal like
571	1	0.56	0.789	-0.5832668	-0.459921	800.24	BACH1	BTB domain and CNC homolog 1
107985486	1	0.618	1.543	-0.4980284	-0.768332	25.66	LOC107985486	uncharacterized LOC107985486
2897	1	0.319	1.241	-0.9961493	-1.236203	49.82	GRIK1	glutamate ionotropic receptor kainate type subunit 1
105372768	1	0.306	1.632	-1.0231047	-1.669419	22.16	LOC105372768	uncharacterized LOC105372768
7074	1	0.519	0.907	-0.6451434	-0.584918	509.66	TIAM1	TIAM Rac1 associated GEF 1
57466	1	0.432	0.892	0.7855545	0.700599	347.63	SCAF4	SR-related CTD associated factor 4
30811	1	0.39	1.343	0.859062	1.153711	49.12	HUNK	hormonally up-regulated Neu-associated kinase
56246	1	0.701	1.695	0.3838912	0.650548	20.86	MRAP	melanocortin 2 receptor accessory protein
9875	1	0.407	0.922	0.8283576	0.763672	395.81	URB1	URB1 ribosome biogenesis homolog
110091775	1	0.291	1.033	1.0561429	1.09113	105.78	CFAP298-TCP10L	CFAP298-TCP10L readthrough
56683	1	0.441	1.011	0.7709519	0.77942	109.75	CFAP298	cilia and flagella associated protein 298
8867	1	0.899	0.954	-0.1264646	-0.120687	164.09	SYNJ1	synaptojanin 1
94104	1	0.974	0.869	-0.0324273	-0.028165	248.38	PAXBP1	PAX3 and PAX7 binding protein 1
3455	1	0.932	0.931	0.0859494	0.080007	163.06	IFNAR2	interferon alpha and beta receptor subunit 2
3588	1	0.42	1.001	0.8066948	0.807394	169.72	IL10RB	interleukin 10 receptor subunit beta
3454	1	0.624	0.85	0.4897183	0.416484	432.87	IFNAR1	interferon alpha and beta receptor subunit 1
3460	1	0.836	0.873	0.2064146	0.180105	327.98	IFNGR2	interferon gamma receptor 2
757	1	0.501	0.882	0.6734314	0.594119	221.67	TMEM50B	transmembrane protein 50B
2618	1	0.262	0.86	1.1205445	0.963293	504.22	GART	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
6651	1	0.89	0.793	0.1379428	0.109388	2466.56	SON	SON DNA and RNA binding protein
102465248	1	0.692	1.491	0.3966834	0.591603	30.36	MIR6501	microRNA 6501
107985481	1	0.771	1.088	-0.2911407	-0.316735	89.92	LOC107985481	
29980	1	0.949	1.004	0.063594	0.063832	136.54	DONSON	DNA replication fork stabilization factor DONSON
9946	1	0.84	1.123	0.2020819	0.22691	69.31	CRYZL1	crystallin zeta like 1
6453	1	0.191	0.909	-1.3087452	-1.189805	230.3	ITSN1	intersectin 1
539	1	0.151	0.858	1.4343898	1.230527	424.63	ATP5PO	ATP synthase peripheral stalk subunit OSCP
100506334	1	0.249	1.729	-1.1525323	-1.993065	21.36	LINC00649	long intergenic non-protein coding RNA 649
64968	1	0.811	0.911	-0.2394959	-0.218257	174.43	MRPS6	mitochondrial ribosomal protein S6
6526	1	0.217	0.827	-1.2350527	-1.021093	466.19	SLC5A3	solute carrier family 5 member 3
54065	1	0.174	1.468	1.3603195	1.996526	32.24	SMIM11	small integral membrane protein 11
1827	1	0.891	0.888	-0.1371154	-0.12174	346.15	RCAN1	regulator of calcineurin 1
54102	1	0.385	1.636	0.8678817	1.419817	39	CLIC6	chloride intracellular channel 6
861	1	0.977	0.777	-0.02822	-0.021922	1002.32	RUNX1	RUNX family transcription factor 1
102724584	1	0.503	1.432	-0.6696549	-0.958994	31.27	LOC102724584	
112267915	1	0.404	1.064	-0.8352702	-0.888511	82.69	LOC112267915	uncharacterized LOC112267915
80215	1	0.0761	1.745	-1.7739773	-3.095403	23.65	RUNX1-IT1	RUNX1 intronic transcript 1
54093	1	0.912	1.009	-0.1110939	-0.112042	105.29	SETD4	SET domain containing 4
100506428	1	0.487	1.259	0.6950044	0.875114	51.64	CBR3-AS1	CBR3 antisense RNA 1
9980	1	0.832	0.895	-0.2124566	-0.190083	208.29	DOP1B	DOP1 leucine zipper like protein B
23515	1	0.955	0.798	-0.0567004	-0.045237	629.64	MORC3	MORC family CW-type zinc finger 3
8208	1	0.137	1.026	1.4859993	1.524242	135.86	CHAF1B	chromatin assembly factor 1 subunit B
105369301	1	0.953	1.452	-0.0593906	-0.086244	43.73	CLDN14-AS1	CLDN14 antisense RNA 1
3141	1	0.361	0.929	0.9138188	0.848865	208.1	HLCS	holocarboxylase synthetase
51227	1	0.839	1.44	0.2026913	0.291914	33.2	PIGP	phosphatidylinositol glycan anchor biosynthesis class P
7267	1	0.944	0.771	0.0708566	0.05464	1262.29	TTC3	tetratricopeptide repeat domain 3
100874006	1	0.881	1.552	-0.150185	-0.233055	25.17	TTC3-AS1	TTC3 antisense RNA 1
10311	1	0.422	0.948	0.8021839	0.760508	171.67	VPS26C	VPS26 endosomal protein sorting factor C
1859	1	0.95	0.814	-0.0622686	-0.050701	819.42	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A
3772	1	0.465	0.947	0.7304265	0.691532	264.73	KCNJ15	potassium inwardly rectifying channel subfamily J member 15
2078	1	0.651	1.186	-0.452198	-0.536474	83.13	ERG	ETS transcription factor ERG
2114	1	0.592	0.86	-0.5352764	-0.460213	947.35	ETS2	ETS proto-oncogene 2, transcription factor
8624	1	0.723	0.985	0.3545212	0.349291	120.91	PSMG1	proteasome assembly chaperone 1
54014	1	0.793	0.778	-0.2620519	-0.20378	1197.28	BRWD1	bromodomain and WD repeat domain containing 1
3150	1	0.314	0.816	1.0063361	0.820957	687.32	HMGN1	high mobility group nucleosome binding domain 1
7485	1	0.979	1.303	0.0268072	0.034936	41.48	GET1	guided entry of tail-anchored proteins factor 1
106865373	1	0.568	1.566	0.5708075	0.893707	25.31	GET1-SH3BGR	GET1-SH3BGR readthrough
25825	1	0.509	0.899	0.6603598	0.593818	197.36	BACE2	beta-secretase 2
191585	1	0.807	1.198	0.2442167	0.292576	60.8	PLAC4	placenta enriched 4
4600	1	0.638	0.863	-0.4708716	-0.406279	272.56	MX2	MX dynamin like GTPase 2
4599	1	0.0948	0.767	1.6704134	1.281214	1654.74	MX1	MX dynamin like GTPase 1
54101	1	0.452	1.025	0.7519193	0.771056	418.02	RIPK4	receptor interacting serine/threonine kinase 4
63977	1	0.52	1.054	0.6432381	0.677878	164.49	PRDM15	PR/SET domain 15
25966	1	0.931	0.983	0.0872097	0.085702	191.74	C2CD2	C2 calcium dependent domain containing 2
49854	1	0.427	0.849	0.793518	0.673824	303.39	ZBTB21	zinc finger and BTB domain containing 21
9619	1	0.642	0.963	0.4653838	0.448317	269.36	ABCG1	ATP binding cassette subfamily G member 1
54020	1	0.243	1.098	1.166592	1.280925	79.94	SLC37A1	solute carrier family 37 member 1
5152	1	0.664	1.519	0.4338109	0.658992	31.07	PDE9A	phosphodiesterase 9A
10785	1	0.984	1.062	0.0197002	0.020918	86.97	WDR4	WD repeat domain 4
4731	1	0.179	0.898	1.3449394	1.208224	197.37	NDUFV3	NADH:ubiquinone oxidoreductase subunit V3
5316	1	0.788	0.97	-0.2690622	-0.261019	129.24	PKNOX1	PBX/knotted 1 homeobox 1
875	1	0.0809	1.195	1.7457688	2.085898	61.09	CBS	cystathionine beta-synthase
7307	1	0.301	0.9	1.0333533	0.929507	250.17	U2AF1	U2 small nuclear RNA auxiliary factor 1
150094	1	0.913	0.974	-0.1096243	-0.106805	261.56	SIK1	salt inducible kinase 1
11077	1	0.74	1.688	-0.3319888	-0.560387	21.24	HSF2BP	heat shock transcription factor 2 binding protein
54145	1	0.167	1.371	1.3809597	1.893126	48.63	H2BC12L	H2B clustered histone 12 like
23076	1	0.235	0.875	1.1864128	1.0387	329.82	RRP1B	ribosomal RNA processing 1B
8566	1	0.878	0.939	0.1530469	0.143786	623.86	PDXK	pyridoxal kinase
1476	1	0.712	0.768	-0.3685251	-0.282966	2910.06	CSTB	cystatin B
8568	1	0.27	0.908	1.1028695	1.001132	206.37	RRP1	ribosomal RNA processing 1
284837	1	0.596	1.262	0.5300126	0.669129	46.4	AATBC	apoptosis associated transcript in bladder cancer
56894	1	0.315	0.828	1.0053378	0.832274	382.31	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3
7109	1	0.873	0.888	0.1595905	0.141708	317.46	TRAPPC10	trafficking protein particle complex subunit 10
5822	1	0.541	1.341	0.6106946	0.818725	38.99	PWP2	PWP2 small subunit processome component
8209	1	0.266	1.049	1.1133346	1.167496	94.61	GATD3	glutamine amidotransferase class 1 domain containing 3
23308	1	0.775	1.379	0.2863826	0.395013	51.07	ICOSLG	inducible T cell costimulator ligand
5211	1	0.171	0.913	1.3686036	1.250143	580.19	PFKL	phosphofructokinase, liver type
755	1	0.696	1.289	0.3902217	0.502813	46.9	CFAP410	cilia and flagella associated protein 410
7226	1	0.388	1.208	-0.8633911	-1.042899	52.24	TRPM2	transient receptor potential cation channel subfamily M member 2
81543	1	0.631	1.624	0.4796936	0.778901	23.95	LRRC3	leucine rich repeat containing 3
7327	1	0.497	0.877	0.6794449	0.59555	444.29	UBE2G2	ubiquitin conjugating enzyme E2 G2
6612	1	0.168	0.82	1.3784901	1.130327	528.21	SUMO3	small ubiquitin like modifier 3
754	1	0.494	0.809	0.6842165	0.553414	836.38	PTTG1IP	PTTG1 interacting protein
3689	1	0.727	0.83	-0.3486663	-0.289409	427.67	ITGB2	integrin subunit beta 2
85395	1	0.395	1.282	0.8498335	1.089842	45.28	SLX9	SLX9 ribosome biogenesis factor
104	1	0.119	0.983	-1.5589645	-1.532476	116.37	ADARB1	adenosine deaminase RNA specific B1
23275	1	0.661	1.177	-0.4386093	-0.51641	71.64	POFUT2	protein O-fucosyltransferase 2
642852	1	0.508	1.139	0.6624282	0.754416	67.52	LINC00205	long intergenic non-protein coding RNA 205
101928745	1	0.779	1.699	0.2809359	0.477257	20.41	LL21NC02-21A1.1	uncharacterized LL21NC02-21A1.1
80781	1	0.956	0.833	-0.0551993	-0.045988	833.9	COL18A1	collagen type XVIII alpha 1 chain
6573	1	0.946	0.994	0.0678795	0.067485	123.35	SLC19A1	solute carrier family 19 member 1
1291	1	0.123	0.912	-1.5434666	-1.407112	2804.85	COL6A1	collagen type VI alpha 1 chain
1292	1	0.235	0.879	-1.187836	-1.044493	3324.33	COL6A2	collagen type VI alpha 2 chain
4047	1	0.425	0.945	0.7980187	0.753799	243.26	LSS	lanosterol synthase
114044	1	0.737	1.101	0.3357192	0.369595	78.52	MCM3AP-AS1	MCM3AP antisense RNA 1
8888	1	0.965	0.832	-0.0443232	-0.036869	469.48	MCM3AP	minichromosome maintenance complex component 3 associated protein
54059	1	0.649	1.245	0.4546129	0.565902	48.27	YBEY	ybeY metalloendoribonuclease
54058	1	0.396	1.13	0.8480021	0.958496	82.6	C21orf58	chromosome 21 open reading frame 58
5116	1	0.978	0.923	-0.0270039	-0.024916	701.89	PCNT	pericentrin
23181	1	0.564	0.91	-0.5767025	-0.524973	285.56	DIP2A	disco interacting protein 2 homolog A
6285	1	0.361	1.879	-0.9139117	-1.717446	19.22	S100B	S100 calcium binding protein B
3275	1	0.993	0.852	0.0084405	0.007194	351.84	PRMT2	protein arginine methyltransferase 2
503637	1	0.324	1.337	-0.9862727	-1.318835	75.75	DUXAP8	double homeobox A pseudogene 8
100130418	1	0.503	1.94	0.6705159	1.300883	19.33	CECR7	cat eye syndrome chromosome region, candidate 7
23765	1	0.511	0.872	-0.6575102	-0.573544	249.24	IL17RA	interleukin 17 receptor A
27440	1	0.34	1.037	0.954857	0.989757	94.42	HDHD5	haloacid dehalogenase like hydrolase domain containing 5
51816	1	0.835	1.019	0.207909	0.21194	112.63	ADA2	adenosine deaminase 2
27443	1	0.141	1.319	1.4731273	1.943243	133.41	CECR2	CECR2 histone acetyl-lysine reader
83733	1	0.869	1.368	0.1643769	0.224875	36.96	SLC25A18	solute carrier family 25 member 18
529	1	0.589	0.83	0.5401115	0.448541	379.33	ATP6V1E1	ATPase H+ transporting V1 subunit E1
23786	1	0.61	0.847	0.5106745	0.432368	383.27	BCL2L13	BCL2 like 13
637	1	0.326	0.877	0.9812408	0.861007	255.82	BID	BH3 interacting domain death agonist
57553	1	0.861	0.897	-0.1756987	-0.15764	566.92	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3
55670	1	0.971	0.864	-0.0357369	-0.030883	259.73	PEX26	peroxisomal biogenesis factor 26
11274	1	0.662	1.024	0.4366362	0.446939	98.72	USP18	ubiquitin specific peptidase 18
728233	1	0.824	1.466	0.2229862	0.326831	33.72	PI4KAP1	phosphatidylinositol 4-kinase alpha pseudogene 1
8214	1	0.191	1.532	1.3090083	2.005373	29.22	DGCR6	DiGeorge syndrome critical region gene 6
5625	1	0.364	1.497	0.9070859	1.358355	30.9	PRODH	proline dehydrogenase 1
9993	1	0.773	0.878	0.2880643	0.252803	463.47	DGCR2	DiGeorge syndrome critical region gene 2
8220	1	0.672	1.106	0.4240106	0.468746	90.78	ESS2	ess-2 splicing factor homolog
6576	1	0.15	0.917	1.4379877	1.318629	242.82	SLC25A1	solute carrier family 25 member 1
8218	1	0.26	1.387	-1.1275351	-1.564372	35.56	CLTCL1	clathrin heavy chain like 1
105372859	1	0.649	1.586	-0.4545581	-0.720906	24.71	LOC105372859	uncharacterized LOC105372859
7290	1	0.563	0.931	0.5785172	0.538692	264.89	HIRA	histone cell cycle regulator
64976	1	0.437	0.903	0.7765033	0.70105	216.54	MRPL40	mitochondrial ribosomal protein L40
128977	1	0.284	1.101	1.0718352	1.179651	77.16	C22orf39	chromosome 22 open reading frame 39
105372860	1	0.983	1.14	-0.0209639	-0.023895	64.94	UFD1-AS1	UFD1 antisense RNA 1
7353	1	0.319	0.874	0.9963044	0.870755	344.09	UFD1	ubiquitin recognition factor in ER associated degradation 1
8318	1	0.267	1.044	1.1096672	1.158854	174.77	CDC45	cell division cycle 45
5413	1	0.498	1.296	-0.6783198	-0.879099	41.92	SEPTIN5	septin 5
100526833	1	0.506	1.24	-0.6644793	-0.823867	48.94	SEPT5-GP1BB	SEPT5-GP1BB readthrough
6899	1	0.303	1.107	1.0302247	1.140103	108.92	TBX1	T-box transcription factor 1
54584	1	0.357	1.269	0.9220532	1.169656	59.43	GNB1L	G protein subunit beta 1 like
79680	1	0.297	1.058	1.042897	1.10322	144.68	RTL10	retrotransposon Gag like 10
10587	1	0.982	1.216	0.0226613	0.027551	52.35	TXNRD2	thioredoxin reductase 2
1312	1	0.191	0.894	1.3088321	1.170121	487.28	COMT	catechol-O-methyltransferase
100616414	1	0.3	1.39	1.037388	1.441467	39.38	MIR4761	microRNA 4761
421	1	0.917	1.336	-0.1040895	-0.139077	48.74	ARVCF	ARVCF delta catenin family member
128989	1	0.541	1.071	0.6111884	0.654283	102.87	TANGO2	transport and golgi organization 2 homolog
54487	1	0.978	0.92	0.0274256	0.025235	243.99	DGCR8	DGCR8 microprocessor complex subunit
27037	1	0.341	1.001	0.9516703	0.952304	122.37	TRMT2A	tRNA methyltransferase 2 homolog A
5902	1	0.0918	0.805	1.6862353	1.357778	917.72	RANBP1	RAN binding protein 1
29801	1	0.412	1.03	0.8205082	0.845281	136.99	ZDHHC8	zinc finger DHHC-type palmitoyltransferase 8
65078	1	0.157	1.481	1.4155708	2.096192	37.91	RTN4R	reticulon 4 receptor
85359	1	0.0787	0.979	1.7584291	1.721089	147.19	DGCR6L	DiGeorge syndrome critical region gene 6 like
7625	1	0.333	1.173	0.9675032	1.134544	59.9	ZNF74	zinc finger protein 74
91179	1	0.755	1.217	-0.3116955	-0.379484	51.92	SCARF2	scavenger receptor class F member 2
84861	1	0.521	0.948	0.6419545	0.608608	142.25	KLHL22	kelch like family member 22
51586	1	0.824	0.918	-0.2230369	-0.204753	695.43	MED15	mediator complex subunit 15
5297	1	0.659	0.855	0.4412212	0.377094	553.37	PI4KA	phosphatidylinositol 4-kinase alpha
9342	1	0.638	0.845	0.4700907	0.397343	373.94	SNAP29	synaptosome associated protein 29
1399	1	0.515	0.852	0.6510901	0.554858	907.72	CRKL	CRK like proto-oncogene, adaptor protein
8216	1	0.753	0.978	0.3141471	0.307158	174.68	LZTR1	leucine zipper like transcription regulator 1
80764	1	0.236	1.106	1.1860839	1.311989	81.44	THAP7	THAP domain containing 7
439931	1	0.347	1.529	0.940147	1.437112	27.58	THAP7-AS1	THAP7 antisense RNA 1
23119	1	0.867	1.488	0.1674981	0.24927	28.95	HIC2	HIC ZBTB transcriptional repressor 2
375133	1	0.515	1.335	-0.6516513	-0.870209	38.3	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2
7332	1	0.6	0.809	0.5246992	0.424441	490.99	UBE2L3	ubiquitin conjugating enzyme E2 L3
150223	1	0.0909	1.051	1.6906164	1.777208	92.86	YDJC	YdjC chitooligosaccharide deacetylase homolog
23753	1	0.695	1.123	0.391814	0.439922	69.09	SDF2L1	stromal cell derived factor 2 like 1
23759	1	0.658	0.959	-0.4425736	-0.424527	156.42	PPIL2	peptidylprolyl isomerase like 2
29799	1	0.952	1.654	-0.0602635	-0.099686	21.64	YPEL1	yippee like 1
5594	1	0.898	0.809	-0.1280467	-0.103585	741.51	MAPK1	mitogen-activated protein kinase 1
9647	1	0.68	0.962	-0.4125886	-0.396879	147.36	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
100286925	1	0.567	1.512	-0.5718614	-0.864387	27.12	PPM1F-AS1	PPM1F antisense RNA 1
8940	1	0.691	1.082	-0.3974502	-0.429884	82.98	TOP3B	DNA topoisomerase III beta
96610	1	0.729	1.011	-0.3461957	-0.350002	121.21	BMS1P20	BMS1 pseudogene 20
3538	1	0.624	1.4	0.4895228	0.685511	34.85	IGLC2	immunoglobulin lambda constant 2
3539	1	0.585	1.554	0.5457292	0.848294	28.21	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)
2781	1	0.309	1.765	1.0164138	1.794389	22.55	GNAZ	G protein subunit alpha z
9609	1	0.643	1.487	0.4634602	0.689336	28.77	RAB36	RAB36, member RAS oncogene family
613	1	0.418	0.933	0.809744	0.75565	641.95	BCR	BCR activator of RhoGEF and GTPase
91316	1	0.282	1.126	-1.0757459	-1.211458	66.83	GUSBP11	GUSB pseudogene 11
266747	1	0.603	1.343	-0.5197842	-0.698271	37.58	RGL4	ral guanine nucleotide dissociation stimulator like 4
7621	1	0.678	1.254	0.4150519	0.520342	47.15	ZNF70	zinc finger protein 70
4320	1	0.0963	0.919	-1.6628495	-1.528097	278.93	MMP11	matrix metallopeptidase 11
6598	1	0.498	0.881	0.6770869	0.596356	307.42	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1
107985558	1	0.972	1.903	-0.035368	-0.067312	32.57	LOC107985558	
653689	1	0.16	1.836	1.4043122	2.578746	27.57	GSTT2B	glutathione S-transferase theta 2B
100037417	1	0.156	1.067	1.4171355	1.512123	93.47	DDTL	D-dopachrome tautomerase like
1652	1	0.105	1.102	1.6228485	1.787923	84.76	DDT	D-dopachrome tautomerase
2953	1	0.319	1.95	0.9957446	1.942124	18.47	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)
23523	1	0.833	0.881	0.2113349	0.186202	419.41	CABIN1	calcineurin binding protein 1
2687	1	0.524	1.342	-0.6368107	-0.854593	43.25	GGT5	gamma-glutamyltransferase 5
101730217	1	0.703	0.899	-0.3807051	-0.342367	194.04	SPECC1L-ADORA2A	SPECC1L-ADORA2A readthrough (NMD candidate)
23384	1	0.724	0.866	-0.3530418	-0.305612	259.04	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like
83606	1	0.48	0.862	0.7060104	0.608758	307.86	GUCD1	guanylyl cyclase domain containing 1
6634	1	0.412	0.794	0.8201749	0.650905	658.65	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide
2678	1	0.524	1.356	-0.6378101	-0.864958	36.78	GGT1	gamma-glutamyltransferase 1
388886	1	0.617	1.683	-0.4996649	-0.841124	20.54	LRRC75B	leucine rich repeat containing 75B
85379	1	0.181	0.811	1.3362789	1.084389	740.13	KIAA1671	KIAA1671
100128531	1	0.418	1.399	0.8091282	1.131798	34.71	KIAA1671-AS1	KIAA1671 antisense RNA 1
1417	1	0.233	1.061	1.1926118	1.264967	93.82	CRYBB3	crystallin beta B3
91355	1	0.811	1.289	-0.2390536	-0.308217	43.03	LRP5L	LDL receptor related protein 5 like (pseudogene)
1416	1	0.323	1.261	-0.9888182	-1.247097	45.56	CRYBB2P1	crystallin beta B2 pseudogene 1
157	1	0.289	1.005	-1.0604104	-1.066207	147.41	GRK3	G protein-coupled receptor kinase 3
89781	1	0.456	0.89	-0.7459211	-0.663918	201.85	HPS4	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2
402055	1	0.717	1.011	-0.3623071	-0.366296	102.44	SRRD	SRR1 domain containing
24144	1	0.985	0.917	-0.0187054	-0.017153	168.53	TFIP11	tuftelin interacting protein 11
8459	1	0.875	0.955	-0.1578986	-0.150716	135.58	TPST2	tyrosylprotein sulfotransferase 2
440823	1	0.215	1.043	-1.239413	-1.293258	91.87	MIAT	myocardial infarction associated transcript
